Nro,PROVINCIA,CANTÓN,PARROQUIA,RAZÓN SOCIAL CONCENTRADOR,RAZÓN SOCIAL IFI,RAZÓN SOCIAL AGENCIA,NOMBRE AGENCIA,TIPO AGENCIA,DIRECCIÓN PRIMARIA AGENCIA / CORRESPONSAL O PUNTO PAGO,full_address,country,admin_area,lon,lat
1,EL ORO,MACHALA,MACHALA,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO ONCE DE JUNIO,COOPERATIVA DE AHORRO Y CREDITO ONCE DE JUNIO,Matriz,COAC,JUNIN Y BOLIVAR ESQ MACHALA,"JUNIN Y BOLIVAR ESQ MACHALA, MACHALA",EC,EL ORO,-79.998914,-3.2689497
1,EL ORO,MACHALA,MACHALA,Representaciones Ordoñez y Negrete REPORNE S.A.,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,COOPERATIVA DE AHORRO Y CREDITO 29 DE OCTUBRE,MACHALA,COAC,BOLIVAR 2013 Y GUAYAS ESQ.,"BOLIVAR 2013 Y GUAYAS ESQ., MACHALA",EC,EL ORO,-79.96149849999999,-3.2603637
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00057  JUNIN,BANCA PRIVADA,JUNIN E  SUCRE Y 9 DE OCTUBRE,"JUNIN E  SUCRE Y 9 DE OCTUBRE, MACHALA",EC,EL ORO,-79.95668409999999,-3.2600761
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,BANCO DE GUAYAQUIL,00023  MACHALA,BANCA PRIVADA,ROCAFUERTE Y GUAYAS ESQ,"ROCAFUERTE Y GUAYAS ESQ, MACHALA",EC,EL ORO,-79.9601524,-3.2588615
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00229  AG   MACHALA B,BANCA PRIVADA,AV ROCAFUERTE NO 906 ENTRE 9 DE MAYO Y JUAN MONTALVO,"AV ROCAFUERTE NO 906 ENTRE 9 DE MAYO Y JUAN MONTALVO, MACHALA",EC,EL ORO,-79.9588952,-3.2598895
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00193 SUC BGR MACHALA,BANCA PRIVADA,AYACUCHO ENTRE 9 DE OCTUBRE Y SUCRE,"AYACUCHO ENTRE 9 DE OCTUBRE Y SUCRE, MACHALA",EC,EL ORO,-79.9561588,-3.2529805
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00274 AG BAHIA,BANCA PRIVADA,COLON N1510 ENTRE SUCRE Y OLMEDO,"COLON N1510 ENTRE SUCRE Y OLMEDO, MACHALA",EC,EL ORO,-79.95787100000001,-3.2640119
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00047 SUC MACHALA,BANCA PRIVADA,ROCAFUERTE Y GUAYAS,"ROCAFUERTE Y GUAYAS, MACHALA",EC,EL ORO,-79.9601524,-3.2588615
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,BANCO PICHINCHA,00293  AG   PASEO SHOPPING MACHALA,BANCA PRIVADA,PASEO SHOPPING MACHALA  KM 1 1  2 V?A MACHALA  PASAJE,"PASEO SHOPPING MACHALA  KM 1 1  2 V?A MACHALA  PASAJE, MACHALA",EC,EL ORO,-79.93212079999999,-3.2805405
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE MACHALA,BANCO DE MACHALA,00136  MERCADO 25 DE JUNIO,BANCA PRIVADA,PICHINCHA Y NAPOLEON MERA,"PICHINCHA Y NAPOLEON MERA, MACHALA",EC,EL ORO,-79.9559143,-3.2660213
1,EL ORO,MACHALA,MACHALA,BANRED,COOPERATIVA DE AHORRO Y CREDITO SANTA ROSA,COOPERATIVA DE AHORRO Y CREDITO SANTA ROSA,2 MACHALA,COAC,ROCAFUERTE E/COLON Y BUENAVISTA,"ROCAFUERTE E/COLON Y BUENAVISTA, MACHALA",EC,EL ORO,-79.9561913,-3.2621984
1,EL ORO,MACHALA,MACHALA,BANRED,COOPERATIVA DE AHORRO Y CREDITO FERNANDO DAQUILEMA,COOPERATIVA DE AHORRO Y CREDITO FERNANDO DAQUILEMA,AGENCIA MACHALA,COAC,Rocafuerte Entre Avenida 9 de Mayo y Juan Montalvo,"Rocafuerte Entre Avenida 9 de Mayo y Juan Montalvo, MACHALA",EC,EL ORO,-79.9593905,-3.259485
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,JARAMILLO RIOS DEBBYE MADELAINE,PUNTO PAGO,CNB,AV. 25 DE JUNIO,"AV. 25 DE JUNIO, MACHALA",EC,EL ORO,-79.9523968,-3.2649958
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,ORDONEZ JARA NUBE GRACIELA,TIENDA NIÑO JHON,CNB,NOVENA ESTE,"NOVENA ESTE, MACHALA",EC,EL ORO,-79.949337,-3.2642358
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,LALVAY LALVAY WALTER RODRIGO,CYBER Y PAPELERIA MATEO,CNB,10 DE AGOSTO,"10 DE AGOSTO, MACHALA",EC,EL ORO,-79.948287,-3.2601422
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,MOTOCHE APOLO JONHI DINORA,CNB RECAUDACIONES DINOS,CNB,AVENIDA LAS PLAMERAS,"AVENIDA LAS PLAMERAS, MACHALA",EC,EL ORO,-79.9633353,-3.2569297
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,JIMENEZ CAÑAR GERMANIA HERMANDINA,CNB MINIMARKET WILLIAMS,CNB,BUENAVISTA,"BUENAVISTA, MACHALA",EC,EL ORO,-79.9502043,-3.2571672
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,COJITAMBO SANDOVAL LUZ ESPERANZA,CNB TIENDA JAMILETH,CNB,DCLA EL BOSQUE,"DCLA EL BOSQUE, MACHALA",EC,EL ORO,-79.95589129999999,-3.2604076
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,BLACIO CASTILLO RODRIGO COLON,CNB CREDI SERVICOMP,CNB,COLON,"COLON, MACHALA",EC,EL ORO,-79.95787100000001,-3.2640119
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,CAMPOVERDE CUENCA TORIVIO MOISES,CNB TIENDA BAZAR CAMPOVERDE,CNB,CIRCUNVALACION NORTE,"CIRCUNVALACION NORTE, MACHALA",EC,EL ORO,-79.95656269999999,-3.2465716
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,ORDOÑEZ BALCAZAR DARWIN AMADEO,CNB BAZAR VALERIA,CNB,PASAJE,"PASAJE, MACHALA",EC,EL ORO,-79.9624163,-3.2530938
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO PICHINCHA,REYES DURAZNO DAYSE FABIOLA,CNB COMERCIAL REYES,CNB,9NA OESTE,"9NA OESTE, MACHALA",EC,EL ORO,-79.96558449999999,-3.2514931
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGUILAR MOROCHO SARITA MARIA,COMISARIATO 9 DE OCTUBRE,CNB,AV 25 DE JUNIO  Y 23 DE ABRIL,"AV 25 DE JUNIO  Y 23 DE ABRIL, MACHALA",EC,EL ORO,-79.9531573,-3.2642748
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,YAGUACHI CELI CARLOS EFRAIN,TIENDA MARIBEL,CNB,4TA. ESTE Y AV. FERROVIARIA,"4TA. ESTE Y AV. FERROVIARIA, MACHALA",EC,EL ORO,-79.93096840000001,-3.2719685
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GUTIERREZ CHAMBA TERESA DE JESUS,TELEFONIA,CNB,CALLE PASAJE S/N Y DECIMA OESTE ESQ.,"CALLE PASAJE S/N Y DECIMA OESTE ESQ., MACHALA",EC,EL ORO,-79.9579809,-3.2572825
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VINUEZA CASTRO FAUSTO ANIBAL,CABINAS 25 DE JUNIO 2,CNB,25 DE JUNIO Y AYACUCHO,"25 DE JUNIO Y AYACUCHO, MACHALA",EC,EL ORO,-79.9600988,-3.257651
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VINUEZA CASTRO FAUSTO ANIBAL,CABINAS 25 DE JUNIO,CNB,25 DE JUNIO Y AYACUCHO,"25 DE JUNIO Y AYACUCHO, MACHALA",EC,EL ORO,-79.9600988,-3.257651
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,TITUANA ARMIJOS OSWALDO ARSECIO,MULTINEGOCIOS  LISSETH,CNB,CDLA LOS GIRASOLES MZ A8 V 10,"CDLA LOS GIRASOLES MZ A8 V 10, MACHALA",EC,EL ORO,-79.9639911,-3.2714641
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VIVANCO CORDOVA ALICIA DEL CARMEN,MINI MARRKET DON VICHE,CNB,PASAJE E/11 VA Y 12 VA OESTE,"PASAJE E/11 VA Y 12 VA OESTE, MACHALA",EC,EL ORO,-79.9553924,-3.2581112
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VILLACRES GARZON GINA MARITZA,TIENDA ANTONELLA,CNB,MACHALA CDLA. EL SOL MZ O VILLA 24 FRENT,"MACHALA CDLA. EL SOL MZ O VILLA 24 FRENT, MACHALA",EC,EL ORO,-79.9553924,-3.2581112
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,REYES SERAQUIVE ISMAEL RODRIGO,DISTRIBUIDORA REYES,CNB,BARRIO PATRIA NUEVA CALLE 18 AVA. OESTE,"BARRIO PATRIA NUEVA CALLE 18 AVA. OESTE, MACHALA",EC,EL ORO,-79.97552999999999,-3.2567974
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VILLA ALVAREZ JUAN CARLOS,CELLSUR 2,CNB,ARIZAGA Y COLON ESQ.,"ARIZAGA Y COLON ESQ., MACHALA",EC,EL ORO,-79.9585232,-3.2646639
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,TOTOY GUAMAN SEGUNDO GREGORIO,COPIAS Y CABINAS 2,CNB,BOLIVAR E/ GUAYAS Y AYACUCHO FRENTE AL H,"BOLIVAR E/ GUAYAS Y AYACUCHO FRENTE AL H, MACHALA",EC,EL ORO,-79.9606328,-3.2594223
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VILLA ALVAREZ JUAN CARLOS,CELLSUR,CNB,ARIZAGA Y COLON ESQUINA,"ARIZAGA Y COLON ESQUINA, MACHALA",EC,EL ORO,-79.9585232,-3.2646639
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PARDO GALLEGOS ELVIA GUILLERMINA,TIENDA MINI BAZAR,CNB,B. 1 DE ENERO CALLE 15AVA SUR Y PROLONGA,"B. 1 DE ENERO CALLE 15AVA SUR Y PROLONGA, MACHALA",EC,EL ORO,-79.9681915,-3.2708576
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,SUAREZ ROMERO NERY MARIA,MINIMARKET J & B,CNB,CDLA. LA PRIMAVERA MZ 3 VILLA 73 Y 74,"CDLA. LA PRIMAVERA MZ 3 VILLA 73 Y 74, MACHALA",EC,EL ORO,-79.9553924,-3.2581112
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VERA SISALEMA GEOCONDA IRALDA,CIBER-CABINAS CARLITOS Y LAGO MAS…,CNB,JUNIN Y SUCRE A LADO DE PRODUCTOS NATURA,"JUNIN Y SUCRE A LADO DE PRODUCTOS NATURA, MACHALA",EC,EL ORO,-79.95668409999999,-3.2600761
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CALI ISA JORGE ENRIQUE,ZONA DE RASPE,CNB,AV BOLIVAR E/JUNIN Y JUAN MONTALVO,"AV BOLIVAR E/JUNIN Y JUAN MONTALVO, MACHALA",EC,EL ORO,-79.95668409999999,-3.2600761
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PLACENCIA AREVALO ALEXANDRA MARISOL,NOVEDADES ALEXANDRA,CNB,CALLEJON 6B NORTE E / COLON Y BUENAVISTA,"CALLEJON 6B NORTE E / COLON Y BUENAVISTA, MACHALA",EC,EL ORO,-79.95787100000001,-3.2640119
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VERA CUCALON PEDRO JAVIER,CYBER PITERS,CNB,PASAJE E/ 6 OESTE Y PALMERAS,"PASAJE E/ 6 OESTE Y PALMERAS, MACHALA",EC,EL ORO,-79.9553924,-3.2581112
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ALCIVAR ARCALLE ESTALIN ANTONIO,CYBER DETALLITOS,CNB,CDLA LOS VERGELES CALLE PRINCIPAL Y 4TA,"CDLA LOS VERGELES CALLE PRINCIPAL Y 4TA, MACHALA",EC,EL ORO,-79.93737999999999,-3.251753
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MENDOZA GRANDA MAYRA ALEXANDRA,TIENDA MAYIYA,CNB,13AVA NORTE Y 10 DE AGOSTO,"13AVA NORTE Y 10 DE AGOSTO, MACHALA",EC,EL ORO,-79.943646,-3.2551687
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GRANDA CHUQUIRIMA MAYELY DEL CISNE,CYBER ADRIANCITO 2,CNB,JUAN PALOMINO E/AV LAS AMERICAS Y JUAN B,"JUAN PALOMINO E/AV LAS AMERICAS Y JUAN B, MACHALA",EC,EL ORO,-79.9636537,-3.2753521
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GRANDA CHUQUIRIMA MAYELY DEL CISNE,CYBER Y PAPELERIA ADRIANCITO,CNB,AVDA JUAN PALOMINO LOTIZACION OLIVA FADU,"AVDA JUAN PALOMINO LOTIZACION OLIVA FADU, MACHALA",EC,EL ORO,-79.96231809999999,-3.2753851
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,DI LORENZO ZAMBRANO VICENTE JAVIER,MOVIE/STREET,CNB,BOYACA E/ JUAN MONTALVO Y 9 DE MAYO,"BOYACA E/ JUAN MONTALVO Y 9 DE MAYO, MACHALA",EC,EL ORO,-79.95639349999999,-3.2574535
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CORDOVA JIMENEZ MADELINE ALEXANDRA,PAÑALES DE JESUS,CNB,KLEBER FRANCO Y TARQUI.,"KLEBER FRANCO Y TARQUI., MACHALA",EC,EL ORO,-79.9531853,-3.2577294
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CANAR SARANGO MARIA ESTHELA,NOVEDADES ELIZABETH,CNB,CDLA VOLUNTAD DE DIOS AVDA CHIMBORAZO Y,"CDLA VOLUNTAD DE DIOS AVDA CHIMBORAZO Y, MACHALA",EC,EL ORO,-79.9553924,-3.2581112
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,RESABALA DE LA CRUZ JOSE ARTURO,EL PALACIO DE LA FORTUNA 3,CNB,9 DE MAYO Y AV 25 JUNIO,"9 DE MAYO Y AV 25 JUNIO, MACHALA",EC,EL ORO,-79.9588218,-3.2588424
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MOLINA RIQUELME JOSE GERMAN,LA TIENDA DEL CELULAR,CNB,PASAJE 607 E/ GUAYAS Y AYACUCHO,"PASAJE 607 E/ GUAYAS Y AYACUCHO, MACHALA",EC,EL ORO,-79.9580301,-3.2572367
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PARRA ALVAREZ LISETH KARINA,BAZAR KIARITA,CNB,URB LAS ACACIAS MZ F JUNTO A DESPENSA PE,"URB LAS ACACIAS MZ F JUNTO A DESPENSA PE, MACHALA",EC,EL ORO,-79.94829920000001,-3.2707069
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,TOTOY GUAMAN SEGUNDO GREGORIO,COPIAS Y CABINAS 3,CNB,BOLIVAR E/ GUAYAS Y AYACUCHO,"BOLIVAR E/ GUAYAS Y AYACUCHO, MACHALA",EC,EL ORO,-79.9606328,-3.2594223
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PLACENCIA AREVALO ALEXANDRA MARISOL,NOVEDADES ALEXANDRA 2,CNB,CALLEJON 6B NORTE E/COLON Y BUENAVISTA,"CALLEJON 6B NORTE E/COLON Y BUENAVISTA, MACHALA",EC,EL ORO,-79.95787100000001,-3.2640119
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,TITUANA SARI MONICA JANETH,BAZAR Y LIBRERÍA AMY,CNB,CDLA LA 4 MIL. FRENTE A LA CANCHA DE FUT,"CDLA LA 4 MIL. FRENTE A LA CANCHA DE FUT, MACHALA",EC,EL ORO,-79.95074699999999,-3.2710415
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CUENCA COJITAMBO BAYRON MAURICIO,BAYRON CELL,CNB,SUCRE Y GUAYAS,"SUCRE Y GUAYAS, MACHALA",EC,EL ORO,-79.9589374,-3.2574842
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,RESABALA DE LA CRUZ JOSE ARTURO,EL PALACIO DE LA FORTUNA 4,CNB,25 DE JUNIO Y NUEVE DE MAYO,"25 DE JUNIO Y NUEVE DE MAYO, MACHALA",EC,EL ORO,-79.9588218,-3.2588424
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VINUEZA CASTRO FAUSTO ANIBAL,CABINAS 25 DE JUNIO 3,CNB,25 DE JUNIO Y AYACUCHO,"25 DE JUNIO Y AYACUCHO, MACHALA",EC,EL ORO,-79.9600988,-3.257651
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VILLALTA MARTINEZ ESTHER MACHALA,CYBER MAYFER,CNB,"CALLE 10MA""C"" Y 19AVA OESTE EN CYBER MAY","CALLE 10MA""C"" Y 19AVA OESTE EN CYBER MAY, MACHALA",EC,EL ORO,-79.9760636,-3.2537653
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VILLA ALVAREZ JUAN CARLOS,CELLSUR 3,CNB,ARIZAGA Y COLON ESQ.,"ARIZAGA Y COLON ESQ., MACHALA",EC,EL ORO,-79.9585232,-3.2646639
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VALENCIA ZAPATA ALICIA KATHERINE,TIENDA LA FAVORITA,CNB,PTO.BOLIVAR CALLE PICHINCHA Y SUCRE,"PTO.BOLIVAR CALLE PICHINCHA Y SUCRE, MACHALA",EC,EL ORO,-79.9993588,-3.2676941
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,CALDERON CALDERON VICTOR HUGO,CYBER ANDRE,CNB,VELA E/BOLIVAR Y ROCAFUERTE,"VELA E/BOLIVAR Y ROCAFUERTE, MACHALA",EC,EL ORO,-79.9628417,-3.2573793
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,SANCHEZ BRAVO EDIN EFREN,FERRISUR,CNB,CDLA.ALCIDES PESANTEZ MZ A3 V8,"CDLA.ALCIDES PESANTEZ MZ A3 V8, MACHALA",EC,EL ORO,-79.9653277,-3.2706882
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GRANDA OVIEDO BYRON MARCELO,FARMIGRAND,CNB,CIRCUNVALACION SUR - CALLE STA ROSA Y 15,"CIRCUNVALACION SUR - CALLE STA ROSA Y 15, MACHALA",EC,EL ORO,-79.9716608,-3.2680034
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,NARVAEZ ONTANEDA ROSA EDITA,CYBER PUNTO DE ENCUENTRO,CNB,SAUCES #1 /11AVA ESTE Y 8AVA B NORTE,"SAUCES #1 /11AVA ESTE Y 8AVA B NORTE, MACHALA",EC,EL ORO,NA,NA
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GIA GIA JAIME HERNAN,MULTICOMERCIO VIVIENDAS POPULARES,CNB,BARRIO VIVIENDAS POPULARES - TARQUI Y CA,"BARRIO VIVIENDAS POPULARES - TARQUI Y CA, MACHALA",EC,EL ORO,-79.9449466,-3.2491782
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,TORRES SANTANA SANDRA MARIA,BAZAR Y PAPELERIA MISHELL,CNB,AV. LAS PALMERAS E/13AVA Y 14AVA OESTE,"AV. LAS PALMERAS E/13AVA Y 14AVA OESTE, MACHALA",EC,EL ORO,-79.97052,-3.2653774
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,SORIA VICUNA EDUARDO VINICIO,CHALO´S,CNB,CDLA . JAIME ROLDOS MZ A 6 V32,"CDLA . JAIME ROLDOS MZ A 6 V32, MACHALA",EC,EL ORO,-79.9654085,-3.2768355
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GALLEGOS MONTERO JUAN ABEL,WORLD TECH CENTER,CNB,AV. OLMEDO Y JUNIN,"AV. OLMEDO Y JUNIN, MACHALA",EC,EL ORO,-79.9560425,-3.2594572
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,RIERA ESPINOZA FRANCIA EDITH,TIENDA MY ANGEL,CNB,NAPOLEON MERA Y 8VA NORTE A,"NAPOLEON MERA Y 8VA NORTE A, MACHALA",EC,EL ORO,-79.94779079999999,-3.2571942
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ARANA ZAMBRANO ELENA,NOVEDADES STEVEN,CNB,HECTOR CHICA Y 17AVA OESTE,"HECTOR CHICA Y 17AVA OESTE, MACHALA",EC,EL ORO,-79.9745551,-3.2602216999999998
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PARRALES CARVAJAL JESSENIA VIVIANA,TIENDA NIÑA AYSHA,CNB,BARRIO 16 DE MARZO MZ-5B /JUAN LEON MERA,"BARRIO 16 DE MARZO MZ-5B /JUAN LEON MERA, MACHALA",EC,EL ORO,-79.92955950000001,-3.2717577
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,ARMIJOS ALVAREZ FANNY PATRICIA,TIENDA FANNY,CNB,SAUCES 2 MZ B,"SAUCES 2 MZ B, MACHALA",EC,EL ORO,-79.9545217,-3.2418468
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GUAMAN CALI CRISTHIAN FERNANDO,SERVICIOS DE PAGOS ROSGU,CNB,AV. KLEBER FRANCO Y 9 DE MAYO,"AV. KLEBER FRANCO Y 9 DE MAYO, MACHALA",EC,EL ORO,-79.95548269999999,-3.2553046
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,VALAREZO ANAZCO AIDEE MIRANDA,COMERCIAL ANDRY,CNB,BARRIO LOS ALGARROBOS MZ E CALLE 10 DE A,"BARRIO LOS ALGARROBOS MZ E CALLE 10 DE A, MACHALA",EC,EL ORO,-79.9553924,-3.2581112
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,LAPO LOAYZA CARLOS ALBERTO,DESPENSA CARLITOS,CNB,CDLA LA CUATRO MIL PAJONAL Y 12AVA ESTE,"CDLA LA CUATRO MIL PAJONAL Y 12AVA ESTE, MACHALA",EC,EL ORO,-79.9497701,-3.2703424
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,GRANDA AYABACA DIANA MARIA,IATEC ASESORIAS,CNB,BUENAVISTA Y 11AVA C NORTE,"BUENAVISTA Y 11AVA C NORTE, MACHALA",EC,EL ORO,-79.94698989999999,-3.2537606
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MOLINA RIQUELME JOSE GERMAN,LA TIENDA DEL CELULAR 2,CNB,PASAJE V-603 Y GUAYAS,"PASAJE V-603 Y GUAYAS, MACHALA",EC,EL ORO,-79.9579809,-3.2572825
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MENDOZA ALVARADO JOHANNA MARIBEL,VIDEO MUNDO,CNB,JUNIN Y AV. PICHINCHA,"JUNIN Y AV. PICHINCHA, MACHALA",EC,EL ORO,-79.9594295,-3.2624625
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,SANCHEZ SUAREZ FREDDY JOHN BOLIVAR,COMERCIAL SANCHEZ,CNB,TARQUI V - 1404 Y BOYACA,"TARQUI V - 1404 Y BOYACA, MACHALA",EC,EL ORO,-79.9522594,-3.2568094
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGILA PINZON EDIN TOMAS,TECNICELL,CNB,AV SUCRE V 316 Y GUAYAS,"AV SUCRE V 316 Y GUAYAS, MACHALA",EC,EL ORO,-79.9597885,-3.2564594
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,MONTOYA APONTE FANNY MARGARITA,NOVEDADES DE FANNY,CNB,10MA SUR B Y 18AVA OESTE,"10MA SUR B Y 18AVA OESTE, MACHALA",EC,EL ORO,-79.9770752,-3.2611373
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,PLACENCIA AREVALO ALEXANDRA MARISOL,NOVEDADES ALEXANDRA 3,CNB,6TA NORTE B Y BUENAVISTA,"6TA NORTE B Y BUENAVISTA, MACHALA",EC,EL ORO,-79.9515797,-3.2587329
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGUILAR AGUIRRE ANA NATALIA,TECHNO CYBER,CNB,AV 25 DE JUNIO E/GUAYAQUIL Y PORTOVIEJO,"AV 25 DE JUNIO E/GUAYAQUIL Y PORTOVIEJO, MACHALA",EC,EL ORO,-79.9523968,-3.2649958
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,AGUILAR DAVILA KAREN YADIRA,CYBER CAFÉ CV,CNB,NAPOLEON MERA E PICHINCHA Y ARIZAGA,"NAPOLEON MERA E PICHINCHA Y ARIZAGA, MACHALA",EC,EL ORO,-79.9559143,-3.2660213
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,INTEGRAL PLUS AGENCIA DE VIAJES CIA LTDA,INTEGRAL PLUS,CNB,ARIZAGA E/JUAN MONTALVO Y 9 DE MAYO,"ARIZAGA E/JUAN MONTALVO Y 9 DE MAYO, MACHALA",EC,EL ORO,-79.96097019999999,-3.2622382
1,EL ORO,MACHALA,MACHALA,BANRED,BANCO DE GUAYAQUIL,BRITO AREVALO JENNY MARGARITA,TIENDA JENNY,CNB,GUAYAS E/ BOYACA Y GUABO,"GUAYAS E/ BOYACA Y GUABO, MACHALA",EC,EL ORO,-79.95757789999999,-3.2561039
